"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data","Nationell","Typ"
"SE651558-143620","Station","MILA 2018",0,0.2901,0.1454,0,0,"Sjö"
"SE633025-142267","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2515,-0.0076,0,0,"Sjö"
"SE633025-142267","Station","MILA 2018",0,0.2704,-0.1411,0,0,"Sjö"
"SE638725-146677","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.184,-0.0119,0,0,"Sjö"
"SE638725-146677","Station","Total biovolym växtplankton",0,0.9667,-2e-4,0,0,"Sjö"
"SE638725-146677","Station","Bentiskt kvalitetsindex",0,0.2023,-0.0178,0,0,"Sjö"
"SE638725-146677","Station","Total biovolym cyanobakterier",0,0.9667,-0,0,0,"Sjö"
"SE638725-146677","Station","MILA 2018",0,0.2704,0.2581,0,0,"Sjö"
"NW645343-128665","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.86,-0.001,0,0,"Sjö"
"NW645343-128665","Station","MILA 2018",1,0.0246,0.3162,0,0,"Sjö"
"SE660749-161885","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1396,-0.0098,0,0,"Sjö"
"SE660749-161885","Station","Total biovolym växtplankton",0,0.3813,-0.0094,0,0,"Sjö"
"SE660749-161885","Station","Bentiskt kvalitetsindex",-1,0.0033,-0.05,0,0,"Sjö"
"SE660749-161885","Station","Total biovolym cyanobakterier",0,0.5878,-0.0012,0,0,"Sjö"
"SE660749-161885","Station","MILA 2018",0,0.5968,0.0799,0,0,"Sjö"
"SE672729-138082","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5813,-0.005,0,0,"Sjö"
"SE672729-138082","Station","Total biovolym växtplankton",0,0.2266,-0.0058,0,0,"Sjö"
"SE672729-138082","Station","Bentiskt kvalitetsindex",0,0.6835,0,0,0,"Sjö"
"SE672729-138082","Station","Total biovolym cyanobakterier",1,0.003,,0,0,"Sjö"
"SE672729-138082","Station","MILA 2018",0,0.1718,-0.2286,0,0,"Sjö"
"SE677506-156174","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1346,-0.0153,0,0,"Sjö"
"SE677506-156174","Station","Total biovolym växtplankton",-1,0.0086,-0.105,0,0,"Sjö"
"SE677506-156174","Station","Bentiskt kvalitetsindex",0,0.1016,0.0351,0,0,"Sjö"
"SE677506-156174","Station","Total biovolym cyanobakterier",0,0.0799,4e-4,0,0,"Sjö"
"SE677506-156174","Station","MILA 2018",0,0.2525,-0.512,0,0,"Sjö"
"SE646293-126302","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9578,-9e-4,0,0,"Sjö"
"SE646293-126302","Station","Total biovolym växtplankton",0,0.7098,-0.0143,0,0,"Sjö"
"SE646293-126302","Station","Bentiskt kvalitetsindex",0,0.8519,-0,0,0,"Sjö"
"SE646293-126302","Station","Total biovolym cyanobakterier",0,0.785,-4e-4,0,0,"Sjö"
"SE646293-126302","Station","MILA 2018",-1,0.0071,-0.493,0,0,"Sjö"
"SE651578-146163","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2991,-0.008,0,0,"Sjö"
"SE651578-146163","Station","MILA 2018",0,0.378,0.1205,0,0,"Sjö"
"SE635878-137392","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1858,-0.0149,0,0,"Sjö"
"SE635878-137392","Station","MILA 2018",0,0.1339,0.2995,0,0,"Sjö"
"SE667151-149602","Station","Total biovolym växtplankton",0,0.3813,0.0025,0,0,"Sjö"
"SE667151-149602","Station","Bentiskt kvalitetsindex",0,0.0525,-0,0,0,"Sjö"
"SE667151-149602","Station","Total biovolym cyanobakterier",0,0.2034,3e-4,0,0,"Sjö"
"SE704955-159090","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0775,0.0167,0,0,"Sjö"
"SE704955-159090","Station","Total biovolym växtplankton",0,0.1231,-0.0026,0,0,"Sjö"
"SE704955-159090","Station","Bentiskt kvalitetsindex",1,0.0483,0.0345,0,0,"Sjö"
"SE704955-159090","Station","Total biovolym cyanobakterier",0,0.7973,-1e-4,0,0,"Sjö"
"SE704955-159090","Station","MILA 2018",0,0.3546,0.1587,0,0,"Sjö"
"SE632231-136476","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,4e-4,-0.0357,0,0,"Sjö"
"SE632231-136476","Station","MILA 2018",0,0.2901,0.2125,0,0,"Sjö"
"SE615365-134524","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0011,-0.0245,0,0,"Sjö"
"SE615365-134524","Station","Total biovolym växtplankton",0,0.1176,-0.1562,0,0,"Sjö"
"SE615365-134524","Station","Bentiskt kvalitetsindex",0,1,-0,0,0,"Sjö"
"SE615365-134524","Station","Total biovolym cyanobakterier",0,0.3875,-0.0347,0,0,"Sjö"
"SE615365-134524","Station","MILA 2018",0,0.0856,0.5434,0,0,"Sjö"
"SE630605-144655","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0172,0.015,0,0,"Sjö"
"SE630605-144655","Station","Total biovolym växtplankton",0,0.6168,0.006,0,0,"Sjö"
"SE630605-144655","Station","Bentiskt kvalitetsindex",-1,0.0223,-0.0021,0,0,"Sjö"
"SE630605-144655","Station","Total biovolym cyanobakterier",0,0.7075,1e-4,0,0,"Sjö"
"SE630605-144655","Station","MILA 2018",0,0.2704,-0.3863,0,0,"Sjö"
"SE632515-146675","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,9e-4,0.0333,0,0,"Sjö"
"SE632515-146675","Station","Total biovolym växtplankton",0,0.8675,9e-4,0,0,"Sjö"
"SE632515-146675","Station","Bentiskt kvalitetsindex",1,0.0243,,0,0,"Sjö"
"SE632515-146675","Station","Total biovolym cyanobakterier",1,8e-4,,0,0,"Sjö"
"SE632515-146675","Station","MILA 2018",1,0,0.8768,0,0,"Sjö"
"SE639047-149701","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8334,0.0027,0,0,"Sjö"
"SE639047-149701","Station","Total biovolym växtplankton",0,0.7913,6e-4,0,0,"Sjö"
"SE639047-149701","Station","Bentiskt kvalitetsindex",0,0.2424,-0,0,0,"Sjö"
"SE639047-149701","Station","Total biovolym cyanobakterier",1,0.0173,3e-4,0,0,"Sjö"
"SE639047-149701","Station","MILA 2018",0,0.907,-0.0268,0,0,"Sjö"
"SE650061-142276","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6898,0.0018,0,0,"Sjö"
"SE650061-142276","Station","MILA 2018",0,0.6238,-0.1584,0,0,"Sjö"
"SE744629-167999","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.002,0.0296,0,0,"Sjö"
"SE744629-167999","Station","MILA 2018",0,0.3321,-0.2185,0,0,"Sjö"
"SE615375-137087","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0123,-0.0184,0,0,"Sjö"
"SE615375-137087","Station","Bentiskt kvalitetsindex",0,0.2372,7e-4,0,0,"Sjö"
"SE615375-137087","Station","MILA 2018",0,0.3153,0.2444,0,0,"Sjö"
"SE617797-135339","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1858,-0.0091,0,0,"Sjö"
"SE617797-135339","Station","Total biovolym växtplankton",0,0.189,0.0175,0,0,"Sjö"
"SE617797-135339","Station","Bentiskt kvalitetsindex",-1,0.0275,-0.053,0,0,"Sjö"
"SE617797-135339","Station","Total biovolym cyanobakterier",1,0.0244,0.0181,0,0,"Sjö"
"SE617797-135339","Station","MILA 2018",0,0.6593,-0.0742,0,0,"Sjö"
"SE673534-153381","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8739,0.0012,0,0,"Sjö"
"SE673534-153381","Station","Total biovolym växtplankton",0,0.6277,0.0055,0,0,"Sjö"
"SE673534-153381","Station","Bentiskt kvalitetsindex",0,0.8183,-0,0,0,"Sjö"
"SE673534-153381","Station","Total biovolym cyanobakterier",0,0.6593,-1e-4,0,0,"Sjö"
"SE673534-153381","Station","MILA 2018",0,1,0.0011,0,0,"Sjö"
"SE684386-156156","Station","Klorofyll a",1,0.0067,0.1222,1,0,"Sjö"
"SE758677-161050","Station","Total biovolym växtplankton",0,0.5513,-5e-4,0,0,"Sjö"
"SE758677-161050","Station","Total biovolym cyanobakterier",0,1,0,0,0,"Sjö"
"SE638665-129243","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.297,0.0115,0,0,"Sjö"
"SE638665-129243","Station","Total biovolym växtplankton",1,0.0302,0.0245,0,0,"Sjö"
"SE638665-129243","Station","Bentiskt kvalitetsindex",0,0.6517,-0,0,0,"Sjö"
"SE638665-129243","Station","Total biovolym cyanobakterier",1,0.0031,6e-4,0,0,"Sjö"
"SE638665-129243","Station","MILA 2018",1,3e-4,0.9496,0,0,"Sjö"
"SE623161-142148","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9648,7e-4,0,0,"Sjö"
"SE623161-142148","Station","Total biovolym växtplankton",0,0.7704,0.004,0,0,"Sjö"
"SE623161-142148","Station","Bentiskt kvalitetsindex",0,0.8883,0.0014,0,0,"Sjö"
"SE623161-142148","Station","Total biovolym cyanobakterier",0,0.4198,-0,0,0,"Sjö"
"SE623161-142148","Station","MILA 2018",1,0.0106,0.3548,0,0,"Sjö"
"SE655380-155738","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6274,0.0033,0,0,"Sjö"
"SE655380-155738","Station","Total biovolym växtplankton",-1,0.0335,-0.3138,0,0,"Sjö"
"SE655380-155738","Station","Bentiskt kvalitetsindex",0,0.8201,-0,0,0,"Sjö"
"SE655380-155738","Station","Total biovolym cyanobakterier",0,0.0551,-0.2122,0,0,"Sjö"
"SE655380-155738","Station","MILA 2018",0,0.378,0.2811,0,0,"Sjö"
"SE660804-142742","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0982,0.0143,0,0,"Sjö"
"SE660804-142742","Station","Total biovolym växtplankton",0,0.4655,-0.0045,0,0,"Sjö"
"SE660804-142742","Station","Bentiskt kvalitetsindex",1,0.0315,0.0148,0,0,"Sjö"
"SE660804-142742","Station","Total biovolym cyanobakterier",,0.05,4e-4,0,0,"Sjö"
"SE660804-142742","Station","MILA 2018",0,0.1583,-0.21560000000000001,0,0,"Sjö"
"SE656206-159170","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0031,0.0206,0,0,"Sjö"
"SE656206-159170","Station","Total biovolym växtplankton",0,0.3383,0.0039,0,0,"Sjö"
"SE656206-159170","Station","Bentiskt kvalitetsindex",0,0.4054,-0,0,0,"Sjö"
"SE656206-159170","Station","Total biovolym cyanobakterier",0,0.7614,-5e-4,0,0,"Sjö"
"SE656206-159170","Station","MILA 2018",0,0.9005,-0.0309,0,0,"Sjö"
"SE644987-152393","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6969,0.0041,0,0,"Sjö"
"SE644987-152393","Station","MILA 2018",-1,7e-4,-0.7008,0,0,"Sjö"
"SE624038-143063","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8674,-0.001,0,0,"Sjö"
"SE624038-143063","Station","Total biovolym växtplankton",-1,0.0371,-0.0504,0,0,"Sjö"
"SE624038-143063","Station","Bentiskt kvalitetsindex",0,0.7878,-0,0,0,"Sjö"
"SE624038-143063","Station","Total biovolym cyanobakterier",0,0.917,0,0,0,"Sjö"
"SE624038-143063","Station","MILA 2018",1,0,1.7075,0,0,"Sjö"
"SE656590-164240","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.055,0.0165,0,0,"Sjö"
"SE656590-164240","Station","Bentiskt kvalitetsindex",1,4e-4,0.0351,0,0,"Sjö"
"SE656590-164240","Station","MILA 2018",1,0.0063,0.5436,0,0,"Sjö"
"SE664410-136192","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5041,0.0105,0,0,"Sjö"
"SE664410-136192","Station","Total biovolym växtplankton",1,0.0325,0.0077,0,0,"Sjö"
"SE664410-136192","Station","Bentiskt kvalitetsindex",0,0.0753,0.0253,0,0,"Sjö"
"SE664410-136192","Station","Total biovolym cyanobakterier",0,0.3947,-0,0,0,"Sjö"
"SE664410-136192","Station","MILA 2018",0,0.8349,-0.0685,0,0,"Sjö"
"SE659105-133982","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8837,-0.001,0,0,"Sjö"
"SE659105-133982","Station","Total biovolym växtplankton",0,0.0874,-0.1773,0,0,"Sjö"
"SE659105-133982","Station","Bentiskt kvalitetsindex",0,0.0567,-0,0,0,"Sjö"
"SE659105-133982","Station","Total biovolym cyanobakterier",0,0.2603,-0.079,0,0,"Sjö"
"SE659105-133982","Station","MILA 2018",0,0.0799,0.5281,0,0,"Sjö"
"SE663532-148571","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5446,0.0043,0,0,"Sjö"
"SE663532-148571","Station","MILA 2018",0,0.3376,-0.2523,0,0,"Sjö"
"SE742829-183168","Station","Total biovolym växtplankton",1,1e-4,0.0424,0,0,"Sjö"
"SE742829-183168","Station","Total biovolym cyanobakterier",1,6e-4,0.0127,0,0,"Sjö"
"SE629570-135470","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0247,0.0261,0,0,"Sjö"
"SE629570-135470","Station","Total biovolym växtplankton",-1,1e-4,-0.4148,0,0,"Sjö"
"SE629570-135470","Station","Bentiskt kvalitetsindex",0,0.8825,-0,0,0,"Sjö"
"SE629570-135470","Station","Total biovolym cyanobakterier",0,0.5087,-0,0,0,"Sjö"
"SE629570-135470","Station","MILA 2018",1,7e-4,0.6218,0,0,"Sjö"
"SE708619-162132","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0109,0.0133,0,0,"Sjö"
"SE708619-162132","Station","MILA 2018",0,0.4137,-0.2743,0,0,"Sjö"
"SE652177-159038","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3536,-0.0037,0,0,"Sjö"
"SE652177-159038","Station","Total biovolym växtplankton",-1,3e-4,-0.0961,0,0,"Sjö"
"SE652177-159038","Station","Bentiskt kvalitetsindex",-1,0.0012,-0.0051,0,0,"Sjö"
"SE652177-159038","Station","Total biovolym cyanobakterier",-1,0.0031,-0.029,0,0,"Sjö"
"SE652177-159038","Station","MILA 2018",0,0.0778,0.4358,0,0,"Sjö"
"SE686849-145214","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.304,-0.0122,0,0,"Sjö"
"SE686849-145214","Station","Bentiskt kvalitetsindex",0,0.6874,-0,0,0,"Sjö"
"SE686849-145214","Station","MILA 2018",0,0.0973,0.5149,0,0,"Sjö"
"SE624421-147234","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0638,0.0112,0,0,"Sjö"
"SE624421-147234","Station","MILA 2018",0,0.2171,0.3938,0,0,"Sjö"
"SE665175-157559","Station","Total biovolym växtplankton",1,0.0122,0.0107,0,0,"Sjö"
"SE665175-157559","Station","Total biovolym cyanobakterier",0,0.0561,7e-4,0,0,"Sjö"
"SE651573-152481","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.7912,0.0035,0,0,"Sjö"
"SE651573-152481","Station","MILA 2018",-1,0.0063,-0.4535,0,0,"Sjö"
"SE633344-130068","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2723,0.0093,0,0,"Sjö"
"SE633344-130068","Station","Bentiskt kvalitetsindex",0,0.9623,-0,0,0,"Sjö"
"SE633344-130068","Station","MILA 2018",0,0.6913,0.0595,0,0,"Sjö"
"SE672467-148031","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3897,-0.006,0,0,"Sjö"
"SE672467-148031","Station","Total biovolym växtplankton",1,0.0271,0.0052,0,0,"Sjö"
"SE672467-148031","Station","Bentiskt kvalitetsindex",0,0.1188,1e-4,0,0,"Sjö"
"SE672467-148031","Station","Total biovolym cyanobakterier",1,0.0335,3e-4,0,0,"Sjö"
"SE672467-148031","Station","MILA 2018",1,0.0173,0.6271,0,0,"Sjö"
"SE628606-133205","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6432,0.0036,0,0,"Sjö"
"SE628606-133205","Station","MILA 2018",0,0.234,-0.2619,0,0,"Sjö"
"SE644463-139986","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1754,0.0123,0,0,"Sjö"
"SE644463-139986","Station","Total biovolym växtplankton",0,0.0585,-0.0075,0,0,"Sjö"
"SE644463-139986","Station","Total biovolym cyanobakterier",0,0.0913,0,0,0,"Sjö"
"SE644463-139986","Station","MILA 2018",0,0.5283,0.2348,0,0,"Sjö"
"SE683673-154083","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0081,-0.0183,0,0,"Sjö"
"SE683673-154083","Station","MILA 2018",0,0.2704,0.1967,0,0,"Sjö"
"SE716717-158596","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2099,0.0083,0,0,"Sjö"
"SE716717-158596","Station","Total biovolym växtplankton",0,0.7436,0.0013,0,0,"Sjö"
"SE716717-158596","Station","Bentiskt kvalitetsindex",0,0.8673,-6e-4,0,0,"Sjö"
"SE716717-158596","Station","Total biovolym cyanobakterier",0,0.427,-2e-4,0,0,"Sjö"
"SE716717-158596","Station","MILA 2018",1,0.0052,0.9052,0,0,"Sjö"
"SE731799-151196","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3989,0.0098,0,0,"Sjö"
"SE731799-151196","Station","MILA 2018",1,0.0106,0.4655,0,0,"Sjö"
"SE655605-158820","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8426,0.0014,0,0,"Sjö"
"SE655605-158820","Station","MILA 2018",0,0.1029,0.277,0,0,"Sjö"
"SE655209-126937","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2615,0.0145,0,0,"Sjö"
"SE655209-126937","Station","Total biovolym växtplankton",0,0.0627,-0.0017,0,0,"Sjö"
"SE655209-126937","Station","Bentiskt kvalitetsindex",0,0.5307,0,0,0,"Sjö"
"SE655209-126937","Station","Total biovolym cyanobakterier",0,0.4597,0,0,0,"Sjö"
"SE655209-126937","Station","MILA 2018",0,0.0655,0.5292,0,0,"Sjö"
"SE631360-146750","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4273,0.0045,0,0,"Sjö"
"SE631360-146750","Station","MILA 2018",0,0.6593,0.0765,0,0,"Sjö"
"SE656850-143696","Station","Klorofyll a",0,0.8202,0.0299,1,0,"Sjö"
"SE630558-134327","Station","Total biovolym växtplankton",-1,1e-4,-0.1203,0,0,"Sjö"
"SE630558-134327","Station","Bentiskt kvalitetsindex",0,0.6884,0,0,0,"Sjö"
"SE630558-134327","Station","Total biovolym cyanobakterier",0,0.089,0,0,0,"Sjö"
"SE622803-144609","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0012,0.0227,0,0,"Sjö"
"SE622803-144609","Station","Total biovolym växtplankton",0,0.0666,0.0213,0,0,"Sjö"
"SE622803-144609","Station","Bentiskt kvalitetsindex",1,5e-4,0.0192,0,0,"Sjö"
"SE622803-144609","Station","Total biovolym cyanobakterier",1,0.0025,1e-4,0,0,"Sjö"
"SE622803-144609","Station","MILA 2018",1,0,1.2885,0,0,"Sjö"
"SE711365-171748","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1518,0.0095,0,0,"Sjö"
"SE711365-171748","Station","Total biovolym växtplankton",0,1,8e-4,0,0,"Sjö"
"SE711365-171748","Station","Bentiskt kvalitetsindex",0,0.3001,0.0027,0,0,"Sjö"
"SE711365-171748","Station","Total biovolym cyanobakterier",0,0.0628,9e-4,0,0,"Sjö"
"SE711365-171748","Station","MILA 2018",0,0.2901,-0.1751,0,0,"Sjö"
"SE637120-145525","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3893,0.0083,0,0,"Sjö"
"SE637120-145525","Station","Total biovolym växtplankton",-1,0.0042,-0.2033,0,0,"Sjö"
"SE637120-145525","Station","Bentiskt kvalitetsindex",1,0.0018,0.035,0,0,"Sjö"
"SE637120-145525","Station","Total biovolym cyanobakterier",-1,0.0055,-0.0852,0,0,"Sjö"
"SE637120-145525","Station","MILA 2018",0,0.1457,0.3551,0,0,"Sjö"
"SE637121-151366","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9472,-0,0,0,"Sjö"
"SE637121-151366","Station","Total biovolym växtplankton",0,0.3428,-0.0047,0,0,"Sjö"
"SE637121-151366","Station","Bentiskt kvalitetsindex",0,0.2898,0.0058,0,0,"Sjö"
"SE637121-151366","Station","Total biovolym cyanobakterier",0,0.5666,6e-4,0,0,"Sjö"
"SE637121-151366","Station","MILA 2018",0,0.4806,-0.3106,0,0,"Sjö"
"SE660688-164478","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0523,0.0091,0,0,"Sjö"
"SE660688-164478","Station","Total biovolym växtplankton",0,0.0912,0.012,0,0,"Sjö"
"SE660688-164478","Station","Bentiskt kvalitetsindex",-1,0.0426,-0.0375,0,0,"Sjö"
"SE660688-164478","Station","Total biovolym cyanobakterier",0,0.1445,0.002,0,0,"Sjö"
"SE660688-164478","Station","MILA 2018",0,0.9297,-0.0014,0,0,"Sjö"
"SE629026-147562","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.264,-0.0065,0,0,"Sjö"
"SE629026-147562","Station","Total biovolym växtplankton",-1,6e-4,-0.2238,0,0,"Sjö"
"SE629026-147562","Station","Bentiskt kvalitetsindex",0,0.7563,0,0,0,"Sjö"
"SE629026-147562","Station","Total biovolym cyanobakterier",0,0.1681,-0,0,0,"Sjö"
"SE629026-147562","Station","MILA 2018",0,0.6374,0.0893,0,0,"Sjö"
"SE690345-149315","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1278,-0.0087,0,0,"Sjö"
"SE690345-149315","Station","MILA 2018",0,1,0.0042,0,0,"Sjö"
"SE661521-130182","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4041,0.011,0,0,"Sjö"
"SE661521-130182","Station","Total biovolym växtplankton",0,0.4161,-0.0052,0,0,"Sjö"
"SE661521-130182","Station","Bentiskt kvalitetsindex",0,0.1076,0,0,0,"Sjö"
"SE661521-130182","Station","Total biovolym cyanobakterier",0,0.243,2e-4,0,0,"Sjö"
"SE661521-130182","Station","MILA 2018",0,0.8025,0.117,0,0,"Sjö"
"SE691365-156127","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3897,0.0048,0,0,"Sjö"
"SE691365-156127","Station","Total biovolym växtplankton",0,0.4982,0.008,0,0,"Sjö"
"SE691365-156127","Station","Total biovolym cyanobakterier",1,0.0471,0.0032,0,0,"Sjö"
"SE691365-156127","Station","MILA 2018",0,0.0641,-0.4231,0,0,"Sjö"
"SE698918-158665","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2186,-0.0078,0,0,"Sjö"
"SE698918-158665","Station","Total biovolym växtplankton",0,0.4419,-0.0025,0,0,"Sjö"
"SE698918-158665","Station","Bentiskt kvalitetsindex",-1,0.0101,,0,0,"Sjö"
"SE698918-158665","Station","Total biovolym cyanobakterier",1,0.024,6e-4,0,0,"Sjö"
"SE698918-158665","Station","MILA 2018",0,0.0799,-0.4683,0,0,"Sjö"
"SE655863-129783","Station","Total biovolym växtplankton",0,0.6572,-0.0014,0,0,"Sjö"
"SE655863-129783","Station","Bentiskt kvalitetsindex",0,0.2714,0,0,0,"Sjö"
"SE655863-129783","Station","Total biovolym cyanobakterier",0,0.6572,1e-4,0,0,"Sjö"
"SE728744-162653","Station","Total biovolym växtplankton",0,0.3321,0.0018,0,0,"Sjö"
"SE728744-162653","Station","Total biovolym cyanobakterier",0,0.7576,0,0,0,"Sjö"
"SE650398-139136","Station","Total biovolym växtplankton",0,0.1303,-0.2626,0,0,"Sjö"
"SE650398-139136","Station","Bentiskt kvalitetsindex",0,0.8138,0,0,0,"Sjö"
"SE650398-139136","Station","Total biovolym cyanobakterier",0,0.1886,-0.0843,0,0,"Sjö"
"SE758208-161749","Station","Klorofyll a",0,0.4125,-0.0036,0,0,"Sjö"
"SE633989-140731","Station","Klorofyll a",0,0.4534,-0.1889,0,0,"Sjö"
"SE655275-153234","Station","Klorofyll a",0,0.1027,0.8769,0,0,"Sjö"
"SE642489-151724","Station","Klorofyll a",0,0.4391,-0.01,0,0,"Sjö"
"SE647050-130644","Station","Klorofyll a",0,0.3543,0.1375,0,0,"Sjö"
"SE658485-138380","Station","Klorofyll a",0,0.9802,0,1,0,"Sjö"
